nome,renda,idade,etnia,sexo,casapropria,outrasrendas,estadocivil,escolaridade
"Sierra, Leming",3426.888151417456,56.183352145467786,0,1,0,1,0,1
"Abdul Fattaah, al-Musa",2263.755120358462,49.484532558025414,1,0,0,0,0,0
"Madison, Holmes",3180.621908472563,42.00741878545505,1,1,1,0,0,0
"Kiara, Cooter",5795.7652721036675,38.31348414910359,1,1,1,0,0,1
"Justin, Wilson",3984.0289953815522,51.380016847049625,1,0,0,0,1,1
"Aaron, Eichie",3544.6934280230976,36.40498043513225,1,0,0,0,1,0
"Mikkayla, Bear",3557.101158442525,35.00680267713159,0,1,1,0,0,2
"Joshua, Hope",2200.9325839059784,54.60205950030057,1,0,0,1,0,0
"Hugh, Gottlieb",3563.121015543923,29.84107746121066,1,0,1,1,1,1
"Cara, Marin",1204.8159080202684,54.34956300113873,0,1,1,0,0,3
"Artrielle, Riggs",1403.1222159661156,31.53993332716724,1,1,0,0,1,2
"Krysta, Worley",2974.4439442058656,27.156125643278568,1,1,0,1,0,3
"Matthew, Graves",3908.916117276581,34.665546500421826,0,0,0,0,0,3
"Uwais, al-Mohamad",2786.678518553008,49.51945357647305,1,0,0,0,0,1
"Malcolm, Wallace",1730.3874559238468,38.38937702520131,1,0,0,0,0,0
"Kory, Rogers",1765.5335323065206,30.522476020353388,0,1,1,1,0,3
"Sydney, Smith",5825.745910801972,28.1845317434802,1,1,0,0,1,2
"Faatih, al-Mohammadi",1597.5104366523126,51.016829200849756,1,0,1,0,0,0
"Afnaan, el-Sharaf",3400.0362152619514,21.62393261771649,0,1,0,0,1,3
"Federico, Jiron",2355.4750132089157,20.7157402895391,1,0,1,1,1,0
"Noah, Nuanez",5251.5336863063385,59.062365670056295,0,0,0,1,0,0
"Najeem, el-Rahim",5337.516000703447,64.29374101668729,1,0,1,0,0,1
"Taylor, Myers",3868.8514199909496,20.087507372923717,0,1,1,0,0,3
"Tokala, Watkins",3952.006307543472,21.222706030403433,0,1,1,1,0,2
"Almaasa, el-Shams",4147.829443406899,60.01055011752733,1,1,0,0,1,3
"William, Ragoschke",3166.4393106762805,37.61137126476285,0,0,1,1,0,1
"Johnny, Vasquez",2980.5919192301258,52.34498631280992,1,0,1,1,1,0
"Mitchell, Dacuma",2980.7200153687604,60.36915565752362,1,0,1,0,0,1
"Angelica, Aguero",3045.111808039563,44.607255584001095,1,1,1,0,0,3
"Edward, Giles",3093.0836757664374,47.73399826420261,0,0,0,1,0,1
"Neeshaan, al-Fayad",3334.4011879393315,41.361460485548065,1,0,1,0,0,2
"Trenten, Chacon",3201.4924045159496,31.82864250511448,0,0,0,0,1,1
"Abby, Skeen",6041.3545344745025,37.76911197504249,1,1,0,0,1,1
"Hanaan, el-Javid",4128.339239030261,53.37851050060512,0,1,0,1,0,1
"Shahaada, al-Allam",2752.738385916165,55.59852938809726,1,1,0,0,0,3
"Deidra, Ortega",2676.7652207437527,28.1975352847483,0,1,1,1,0,2
"Eisaan, Clough",3242.9297126594606,62.001439287572296,0,0,0,1,0,2
"Arthur, Blakely",1335.426521339007,49.21170171068955,1,0,0,0,0,0
"Brandon, Rodriguez-Vera",2918.4024273768255,49.52217035370374,1,0,0,0,1,0
"Turfa, el-Ashraf",5443.742206242644,36.980400491749634,0,1,1,0,1,1
"John, Ferguson",2762.952245982461,50.46966862591703,0,0,0,0,0,1
"Angelo, Picazo Reyes",2525.8819802227736,63.43823464284041,0,0,1,0,0,3
"Alaya, Jackson",3633.3565002136093,39.61350255900174,1,1,1,1,0,3
"Mudrik, el-Safi",2855.7641304963927,49.451239735009615,0,0,0,0,0,0
"Melissa, Walker",3285.920270892294,20.506280194967985,0,1,1,1,1,1
"Jordan, Dyes",5609.533630348132,62.71092875449976,1,0,1,0,0,3
"Concepcion, Quintana",2569.008205160154,20.97201719987948,0,1,0,1,0,2
"Itzel, Navarro",2985.552098886545,34.75989488645872,0,1,0,0,1,1
"Tony, Alcon",5817.298668725964,62.76159761805409,1,0,1,0,0,0
"Ezequiel, Ybarra",2204.7769605077683,24.744623395661602,0,0,1,1,1,1
"Greg, Sanchez",3773.900659948995,52.92066352330121,0,0,0,0,0,0
"Hakam, al-Ebrahim",5570.649042026221,31.590685029318735,0,0,1,0,1,1
"Jennifer, Soto Valladares",2650.0283141086074,43.88126689261572,0,1,1,0,1,3
"Simba, January",2980.2518464387445,58.343645950054,1,0,1,0,0,0
"Shea, Cathey",2563.815742026238,18.193035325035453,1,1,0,0,0,2
"Wafaaa, el-Saeed",2844.879642343634,48.62373783590054,0,1,0,0,1,3
"Cody, Nguyen",3114.8404830562968,51.53167395941705,0,0,0,0,1,2
"Zufar, el-Khalaf",2972.7308754999085,30.31762166692324,1,0,0,0,1,1
"Sabrina, Brennan",1446.4497234474654,20.853688315488398,1,1,0,0,1,3
"Jonnie, Castillo",3179.4382857112523,26.772049380277462,0,1,1,1,1,1
"Jared, Groom",3149.1963401981566,47.68040828914495,1,0,0,0,1,1
"Saleem, el-Yassin",2083.0383833818737,51.35872892806038,1,0,0,1,0,0
"Salmaan, el-Kazmi",3498.151072662839,51.659043477496155,1,0,1,0,0,3
"Markayzha, Flores",1496.8642290706423,31.787402473066933,1,1,0,1,1,3
"Jacob, Burgess",6441.8956360393695,33.324770987527806,0,0,1,0,0,0
"Milena, Rains",1356.2489234395032,32.0549352873666,0,1,0,1,0,0
"Faatin, al-Salih",2144.507033735316,42.28461227637207,1,0,0,1,1,1
"Christian, Thompson",3882.9201024902527,41.26608738806381,1,0,1,0,1,3
"Aubrye, Al-Najar",2769.8489271663057,59.56336351924665,0,0,1,0,0,0
"Setu, Dang",1802.2005288173111,46.27101390088333,1,0,1,1,0,1
"Trayvon, Carey",3113.0500690314407,65.9385441891016,1,0,0,1,0,1
"Adelyn, Williams",3010.91038011269,46.83316330670625,1,1,0,1,1,1
"Trevor, Cordova",3150.845771466834,58.58668175598505,1,0,1,0,0,1
"Connor, Begaye",3341.4959773088863,57.25886077023305,0,0,1,0,0,1
"Michelle, Xiong",2519.41830957692,57.91152796119597,0,1,0,0,1,1
"Sydnie, Blount",2115.0893267685497,57.43539401801477,1,1,0,1,1,3
"Filitaa, Se",5304.1489908937365,37.12345912472621,0,1,1,1,1,3
"Taaha, el-Selim",2992.4287392579718,44.85969934137559,0,0,1,0,1,3
"K'Rene, Apodaca-Anaya",1302.3473916495273,24.86974771174489,0,1,1,0,0,2
"Maria, Zalewski",5822.747914989739,40.87641677514749,1,1,1,0,0,0
"David, Gradilla",5232.05096076126,50.922525333014725,0,0,1,1,0,3
"David, Ham",2356.4938306852855,47.72886776537214,0,0,0,0,1,0
"Saajida, al-Akbari",5246.157706246225,37.02382936934545,1,1,1,0,0,1
"Faheem, al-Haidar",1927.7498948996738,59.78790914930448,0,0,0,1,1,3
"Calandra, Morgan",6196.107276931372,23.316191296914088,1,1,1,0,0,3
"Tyonka, Armstrong",2568.505587246956,29.082583692238142,0,1,1,0,0,1
"Juanita, Negrete",3176.6218359206705,39.9347239655146,1,1,0,0,0,1
"Leshai, Williams",5419.955800715799,57.21557099095861,1,1,0,0,1,3
"Nathaniel, Jones",2069.5619717405207,39.401944311846485,0,0,0,0,1,1
"Shaimaaa, al-Shabazz",5442.749703308489,65.54282235297549,0,1,1,0,1,3
"Marvin, Lalaguna",1267.4403281887546,60.972356973201066,1,0,1,0,0,0
"Abdul Lateef, el-Moradi",3152.2347742883912,43.10891489235098,1,0,0,0,0,1
"Haaritha, al-Sharif",4259.62621293939,64.34792828955639,0,1,0,0,0,3
"Rhiannon, Harmon",2398.5923908591244,27.55655663210741,0,1,1,0,1,1
"Colette, Mitchell",2884.9415407183424,36.783851960801314,1,1,0,1,1,0
"Molly, Gamage",3718.8717409532414,42.50396096122907,1,1,1,1,1,0
"Jalaal, el-Amer",4129.599144792303,56.58588416924417,1,0,1,1,0,1
"Montana, Bear",5995.127183278281,47.44062595263354,1,0,0,0,1,3
"David, Navajo",2773.2043717396004,19.36129872314632,0,0,0,1,1,3
"Cleo, Mcbroom",5308.489518528997,55.38103584555337,0,1,0,0,1,1
"Jesus, Salgado",2180.4283391804897,63.89291398174812,1,0,1,0,1,1
"Fuaada, el-Salik",3534.2195130688565,54.68099315814195,1,1,0,1,0,3
"Tika, Huynh",3274.4157226561783,49.20128180035705,1,1,0,1,1,2
"Thaamir, el-Hoda",1329.1350072331122,32.70992029725018,1,0,1,0,0,1
"Clayton, Sherwood",3887.004596079785,50.629326845143346,1,0,0,0,0,1
"Daniyal, Knoll",1510.5712222300347,71.43848066887352,1,0,0,1,0,1
"Matthew, Young",3348.4311147891563,30.915252060864532,0,0,1,1,0,2
"Naielli, Martinez",1580.773916831353,41.41692284516004,1,1,1,1,1,3
"Samuel, Espinoza-Munquia",5714.527209821314,54.47121464754519,0,0,1,1,0,3
"Caleb, Wall",3200.97351933459,52.69839650608661,1,0,0,1,0,1
"Simon, Boyer-Frazier",1767.508218927371,29.864899323661284,0,1,1,1,1,3
"Aspen, Hatch",1046.740340333602,34.04076890305032,1,1,0,0,0,3
"Ian, Shepherd",6093.419433441486,66.30629448195364,0,0,0,0,1,0
"Alberto, Leon",5493.03195542403,26.5152933500138,0,0,0,0,1,3
"Krystal, Brown",3310.5437679474853,34.9450184126702,0,1,0,0,0,0
"Brianna, Eldrige",5775.9562851263545,63.43948788166587,1,1,1,0,0,0
"Jacob, Benavides",6172.06370096823,34.74919861722953,1,0,1,0,0,1
"Ayyoob, al-Rahaim",5618.65824631742,18.482223376631737,0,0,1,0,1,3
"Katelyn, Malatesta",3820.712535618926,33.651155913781935,1,1,0,0,0,3
"Zubair, el-Sesay",1693.4769528098298,41.87408222339441,1,0,1,1,0,0
"Maa'iz, al-Jan",3191.562709393616,44.546297277498056,1,0,1,1,0,2
"James, Lawrence",3975.3438459209065,53.53925645690358,1,0,1,1,0,0
"Mariah, Jackson",6198.023162299003,38.12364634687021,0,1,0,0,1,0
"Maricia, Ortiz",2532.5091924538388,30.22619757226618,1,1,0,0,1,1
"Daryl, Nichols",2892.7855355497777,64.30786174889167,1,0,1,0,0,0
"Margaret, Dearing",1250.171102420238,33.29020121578942,1,1,0,1,1,3
"Eric, Flores",1511.4929195152179,37.231166079720495,1,0,1,0,1,0
"Corey, Kirby",1930.8877228558263,48.9763676662665,1,0,0,0,0,1
"Donovan, Nielsen",3407.2987512476216,47.992657474996896,1,0,0,0,0,0
"Kaili, Vue",5779.09899025166,49.916948241585324,0,1,1,1,0,3
"Aaron, Rockwell",1521.2333042727128,19.06706233229488,0,0,0,0,1,2
"Christopher, Rios",2715.903585888708,33.06013939896949,0,0,0,0,0,0
"Dua, Sargent",1893.6264264154188,53.69783632293937,0,1,0,0,1,1
"Anthony, Soe",4039.137264393195,39.17285144198873,0,0,1,1,1,3
"Euginia, Sanchez",5517.742139950575,32.6254494115775,1,1,1,1,1,3
"Maya, Christian",2975.326973208649,49.49151327647778,0,1,1,1,1,0
"Paul, Stanton",5928.005115361884,21.027870324398016,1,0,1,1,0,1
"Brenyn, Beers",3335.466534931662,20.375693740323186,0,0,0,0,0,0
"Hanako, Lakhani",1388.922720375998,44.20332698363093,1,1,0,1,1,2
"Soryn, Smith",1624.9162356856189,55.27749528285685,0,0,1,1,0,2
"Alexis, Mendez",2797.3140787509137,34.20880329752121,1,1,0,0,1,2
"Lily, Schmitz",2433.5874243954904,26.700171342637294,0,1,1,1,0,3
"Megan, Vangulick",1813.9569495869484,29.3632948043114,0,1,1,1,0,2
"Tammara, Ansted",3091.356836952694,21.29099766165018,0,1,1,0,0,3
"Marina, Martin",2508.2774183397432,52.551212779241965,1,1,1,1,0,0
"Citlaly, Arroyo Ruiz",3010.6828565016367,20.700018044561148,0,1,1,0,0,1
"Adam, Zoller",2723.9751857933406,42.18006216899136,1,0,1,0,0,0
"Brenna, Yi",5973.71077730479,53.87276724588352,1,1,0,0,0,3
"Catalina, Ramirez",1499.1942241761376,37.45926190412894,0,1,0,1,0,3
"Angelita, Kennah",3043.127202804537,37.58514614565395,0,1,1,0,0,1
"Troy, Gary",1164.055279946904,48.52106835845872,1,0,1,0,0,0
"Tyler, Apodaca",1432.0481567788106,25.65295704722951,0,0,0,0,0,0
"Luis, Maestas",3567.8877525642883,20.67283585459118,1,0,1,0,0,0
"Konda, Krien",3345.8181636747845,43.69792792900975,0,0,0,0,0,0
"Keiasha, Powell",2575.572014382731,31.71178091004719,1,1,0,0,0,1
"Austin, Acosta",5482.225187273163,55.79853771090935,1,0,1,1,1,1
"Yoonus, al-Asmar",5697.567103642883,38.43486951119152,1,0,1,1,1,1
"Wajdiyya, al-Jamil",5793.902817566313,19.81797872329361,0,1,1,0,1,1
"Taylor, Dorman",3517.215271969714,28.465774936079157,0,1,1,0,1,2
"Dylan, Yazzie",5779.685082480335,56.67371034029428,0,0,1,1,0,0
"Jaadallah, al-Sami",1678.242937865194,36.23890441096354,0,0,0,0,1,0
"Bailey, Hamilton",5129.67207761491,21.940456875574238,0,1,1,0,0,3
"Quinten, Leverett",2578.7265413221216,44.44477701564041,1,0,0,0,0,0
"Rif'a, el-Mannan",1398.1602816785264,21.973187705501914,0,1,1,1,0,0
"Fernando, Rodriguez",2302.064688728039,42.7461623008551,1,0,1,0,0,3
"Pelle, Barcelona",1653.2585859196818,47.51590914283498,0,0,0,0,0,1
"Gage, Colten",3262.268224611385,40.81049898328376,1,0,1,0,0,0
"Maya, Soe",5460.488234944065,55.14765947934744,1,1,1,0,1,3
"Destinee, Washington",1619.0667530493013,64.60017108390969,0,1,1,0,0,1
"Markeishar, Rogers",3492.8840708431103,53.24099051204355,1,1,1,0,0,3
"Jennifer, Dayn",6298.780157046793,34.991188332391964,1,1,0,0,0,1
"Jesus, Bustillos Cardenas",5868.816136104217,44.605678364117274,0,0,1,0,0,0
"Kelly, Simpson",2554.5118494900953,24.18581831657623,1,1,1,0,0,1
"Jennifer, Wallace",3297.862879349536,18.065743607468903,1,1,0,1,1,3
"Anna, Colbert",1124.3143765725874,28.624329114896952,1,1,0,1,1,0
"Zumruda, al-Arafat",3907.5510630083068,58.336135217975276,0,1,1,0,0,1
"Ashley, Greenlee",5422.282022693968,34.061942027990554,0,1,1,1,1,0
"Layla, Bautista Barragan",2967.3769652240976,45.343912276680385,0,1,0,1,0,0
"Marquise, Hall",3469.0097012689125,39.006787865171134,0,1,0,1,0,0
"Miguel, Jaramillo",2824.594557801588,47.922933981399524,1,0,1,0,0,1
"Demetrius, James",1138.0679798308852,61.67421186685938,1,0,1,0,0,1
"Breanna, White",3149.820118940799,50.791168748023935,0,1,1,1,1,0
"Zachary, Traxler",3787.3988859468936,46.83880217235893,1,0,1,0,0,1
"Maleeha, al-Bey",1660.504454083208,30.79787086978229,1,1,1,0,0,2
"Austin, Latrache",2814.216081250267,48.94857282364433,0,0,0,0,0,1
"Shyanna, Thomas",2181.625501735006,40.95306002986363,1,1,1,1,1,2
"Abdul Majeed, al-Salih",3877.015315948785,49.899074345093396,1,0,1,0,0,2
"Edgar, Ortiz",3284.312368293425,42.87913921167794,1,0,0,0,1,2
"Aurora, Thompson",2316.6511601272337,24.697651861659708,1,1,1,0,1,3
"Sydney, Watanabe",2134.275317949071,64.05919341876515,1,1,0,0,0,1
"John, Lobato",6070.571824929902,50.69146278505723,1,0,1,0,0,3
"Keith, Tanaka",1583.035507306994,18.452679092995822,0,0,1,0,1,2
"Safar, el-Baccus",2774.9783446384054,39.65268802261883,0,0,1,1,1,3
"Alec, Schwalger",1032.5842739215032,64.0614158362774,0,0,1,1,0,1
"Dominique, Lopez",1391.721638267776,55.67121381322085,1,0,1,0,0,0
"Dave, Pappas",4439.63978229904,50.28237554895901,1,0,0,0,1,1
"Mustafa, Fisher",5857.167237645382,65.85339209004069,0,0,0,1,0,0
"Michael, Mayes",3192.5105383402365,58.54018273077424,1,0,1,1,0,0
"Juaquin, Stevenson",1033.9549802328972,62.322172381470956,1,0,1,0,0,2
"Muneef, el-Salih",2883.145859465003,68.64796417704935,1,0,0,0,0,0
"Cymone, Mckelvin",5837.486165206473,29.69771389682257,0,1,1,0,1,2
"Annie, Maumau",5493.961526616385,42.001816836033946,1,1,1,1,0,0
"Flynn, Brooks",1785.8860303919844,42.323209061771166,1,0,0,0,0,2
"Ramla, el-Salloum",3010.810486365901,27.02666403359675,1,1,1,1,1,1
"Aric, Perry",1031.6409579219414,59.466948467557984,1,0,0,0,1,1
"Junaid, el-Harroun",2160.231680729378,64.60879307081541,0,0,1,0,0,0
"Micah, Mitchell",1883.0463415731117,47.56347453218007,1,0,1,1,1,2
"Brook, Collins",3250.6500769693416,50.42880787533128,1,1,1,0,0,1
"Shadrack, Spurgeon",2534.844606215408,46.486880379606085,1,0,0,1,0,1
"Dominic, Ketchum",2115.518777065357,53.840001608901304,1,0,0,0,0,3
